20:04:47:843,1450,16342417,0.97,0.96,-12.27,,,,,,,,,,,
20:04:47:846,1460,16344855,0.94,0.93,-10.98,,,,,,,,,,,
20:04:47:848,1470,16347387,0.91,0.92,4.33,,,,,,,,,,,
20:04:47:851,1480,16349959,0.93,0.94,11.06,,,,,,,,,,,
20:04:47:854,1490,16352469,0.95,0.97,11.01,,,,,,,,,,,
20:04:47:856,1500,16354914,0.97,0.96,-4.06,,,,,,,,,,,
20:04:47:859,1510,16357358,0.95,0.93,-19.45,,,,,,,,,,,
20:04:47:862,1520,16359871,0.92,0.91,-5.2,,,,,,,,,,,
20:04:47:864,1530,16362439,0.92,0.93,4.48,,,,,,,,,,,
20:04:47:867,1540,16364981,0.94,0.94,5.61,,,,,,,,,,,
20:04:47:870,1550,16367486,0.94,0.94,-0.93,,,,,,,,,,,
20:04:47:873,1560,16369996,0.93,0.92,-14.23,,,,,,,,,,,
20:04:47:875,1570,16372554,0.9,0.89,-6.43,,,,,,,,,,,
20:04:47:878,1580,16375190,0.89,0.89,0,,,,,,,,,,,
20:04:47:881,1590,16377818,0.89,0.89,-8.76,,,,,,,,,,,
20:04:47:883,1600,16380463,0.88,0.88,-5.39,,,,,,,,,,,
20:04:47:886,1610,16383144,0.86,0.84,-20.28,,,,,,,,,,,
20:04:47:889,1620,16385931,0.8,0.77,-19.6,,,,,,,,,,,
20:04:47:892,1630,16388943,0.75,0.73,-13.65,,,,,,,,,,,
20:04:47:894,1640,16392144,0.71,0.69,-11.76,,,,,,,,,,,
20:04:47:897,1650,16395495,0.68,0.65,-18.45,,,,,,,,,,,
20:04:47:900,1660,16399059,0.59,0.55,-22.2,,,,,,,,,,,
20:04:47:903,1670,16403257,0.51,0.49,-12.52,,,,,,,,,,,
20:04:47:905,1680,16408032,0.43,0.39,-14.77,,,,,,,,,,,
