670,1822213561,0.86,0.86,-4.35,,,,,,,,
680,1822216288,0.86,0.86,5.76,,,,,,,,
690,1822219021,0.87,0.87,-0.73,,,,,,,,
700,1822221728,0.87,0.88,5.35,,,,,,,,
710,1822224403,0.88,0.88,6.14,,,,,,,,
720,1822227076,0.89,0.89,4.8,,,,,,,,
730,1822229709,0.91,0.92,4.34,,,,,,,,
740,1822232272,0.93,0.93,-2.72,,,,,,,,
750,1822234808,0.92,0.92,1.78,,,,,,,,
760,1822237362,0.91,0.9,-7.65,,,,,,,,
770,1822239948,0.91,0.91,6.82,,,,,,,,
780,1822242526,0.93,0.94,9.13,,,,,,,,
790,1822245047,0.94,0.94,0,,,,,,,,
800,1822247541,0.95,0.96,10.8,,,,,,,,
810,1822250000,0.98,0.98,2.1,,,,,,,,
820,1822252397,0.99,0.99,6.61,,,,,,,,
830,1822254770,0.99,0.98,-4.3,,,,,,,,
840,1822257165,0.97,0.97,1.04,,,,,,,,
850,1822259585,0.98,0.99,12.94,,,,,,,,
860,1822261967,1,1.02,16.43,,,,,,,,
870,1822264283,1.03,1.04,8.76,,,,,,,,
880,1822266554,1.04,1.04,-1.26,,,,,,,,
890,1822268828,1.02,1.01,-12.92,,,,,,,,
900,1822271156,1,0.99,-10.12,,,,,,,,
910,1822273507,1.01,1.02,17.72,,,,,,,,
920,1822275815,1.05,1.07,22.95,,,,,,,,
930,1822278023,1.1,1.12,21.63,,,,,,,,
940,1822280133,1.14,1.15,13.59,,,,,,,,
950,1822282189,1.14,1.12,-14.67,,,,,,,,
960,1822284278,1.09,1.07,-21.34,,,,,,,,
970,1822286469,1,0.92,-81.37,,,,,,,,
980,1822288939,1.01,1.1,99.97,,,,,,,,
990,1822291130,1.16,1.18,30.98,,,,,,,,
1000,1822293130,1.19,1.19,0,,,,,,,,
1010,1822295105,1.17,1.16,-17.8,,,,,,,,
1020,1822297126,1.14,1.15,18.53,,,,,,,,
1030,1822299185,1.11,1.13,17.7,,,,,,,,
1040,1822301298,1.13,1.09,-50.77,,,,,,,,
1050,1822303422,1.1,1.1,4.51,,,,,,,,
1060,1822305562,1.1,1.1,-4.5,,,,,,,,
1070,1822307708,1.09,1.09,-7.29,,,,,,,,
1080,1822309873,1.07,1.06,-6.87,,,,,,,,
1090,1822312081,1.06,1.05,-3.96,,,,,,,,
1100,1822314312,1.04,1.03,-6.29,,,,,,,,
1110,1822316586,1.01,1.01,-3.52,,,,,,,,
1120,1822318914,0.99,0.98,-3.24,,,,,,,,
1130,1822321309,0.97,0.95,-15.07,,,,,,,,
1140,1822323759,0.94,0.92,-18.19,,,,,,,,
1150,1822326297,0.9,0.9,-4.15,,,,,,,,
1160,1822328914,0.89,0.88,-10.09,,,,,,,,
1170,1822331581,0.87,0.87,0.75,,,,,,,,
1180,1822334282,0.86,0.84,-18.95,,,,,,,,
1190,1822337064,0.81,0.79,-22.6,,,,,,,,
1200,1822340013,0.77,0.75,-14.03,,,,,,,,
1210,1822343115,0.74,0.74,-4.1,,,,,,,,
1220,1822346303,0.72,0.72,-4.67,,,,,,,,
1230,1822349571,0.69,0.68,-10.65,,,,,,,,
1240,1822353018,0.66,0.64,-12.81,,,,,,,,
1250,1822356687,0.62,0.61,-8.37,,,,,,,,
1260,1822360521,0.61,0.61,-2.02,,,,,,,,
1270,1822364411,0.56,0.55,-2.9,,,,,,,,
1280,1822368651,0.54,0.54,-1.78,,,,,,,,
1290,1822373029,0.52,0.51,-2,,,,,,,,
1300,1822377605,0.5,0.5,-1.83,,,,,,,,
1310,1822382329,0.49,0.48,-3.55,,,,,,,,
1320,1822387225,0.47,0.46,-4.92,,,,,,,,
1330,1822392300,0.45,0.44,-5.68,,,,,,,,
1340,1822397645,0.42,0.41,-3.98,,,,,,,,
1350,1822403327,0.4,0.38,-6.79,,,,,,,,
1360,1822409433,0.36,0.34,-6.24,,,,,,,,
1370,1822416219,0.32,0.31,-6.09,,,,,,,,
1380,1822423846,0.27,0.26,-4.59,,,,,,,,
